icd9_code,icd9_description
352.2,Other disorders of glossopharyngeal [9th] nerve
352.3,Disorders of pneumogastric [10th] nerve
352.4,Disorders of accessory [11th] nerve
352.6,Multiple cranial nerve palsies
352.9,Unspecified disorder of cranial nerves
353.0,Brachial plexus lesions
353.6,Phantom limb (syndrome)
354.0,Carpal tunnel syndrome
354.1,Other lesion of median nerve
354.2,Lesion of ulnar nerve
354.3,Lesion of radial nerve
354.5,Mononeuritis multiplex
354.8,Other mononeuritis of upper limb
354.9,"Mononeuritis of upper limb, unspecified"
355.0,Lesion of sciatic nerve
355.1,Meralgia paresthetica
355.2,Other lesion of femoral nerve
355.3,Lesion of lateral popliteal nerve
355.5,Tarsal tunnel syndrome
355.6,Lesion of plantar nerve
355.71,Causalgia of lower limb
355.79,Other mononeuritis of lower limb
355.8,"Mononeuritis of lower limb, unspecified"
355.9,Mononeuritis of unspecified site
356.1,Peroneal muscular atrophy
356.2,Hereditary sensory neuropathy
356.8,Other specified idiopathic peripheral neuropathy
356.9,Unspecified hereditary and idiopathic peripheral neuropathy
357.0,Acute infective polyneuritis
357.1,Polyneuropathy in collagen vascular disease
357.2,Polyneuropathy in diabetes
357.3,Polyneuropathy in malignant disease
357.4,Polyneuropathy in other diseases classified elsewhere
357.5,Alcoholic polyneuropathy
357.6,Polyneuropathy due to drugs
357.7,Polyneuropathy due to other toxic agents
357.81,Chronic inflammatory demyelinating polyneuritis
357.82,Critical illness polyneuropathy
357.89,Other inflammatory and toxic neuropathy
358.0,Myasthenia gravis
358.00,Myasthenia gravis without (acute) exacerbation
358.01,Myasthenia gravis with (acute) exacerbation
358.1,Myasthenic syndromes in diseases classified elsewhere
358.8,Other specified myoneural disorders
358.9,"Myoneural disorders, unspecified"
359.0,Congenital hereditary muscular dystrophy
359.1,Hereditary progressive muscular dystrophy
359.21,Myotonic muscular dystrophy
359.22,Myotonia congenita
359.3,Periodic paralysis
359.4,Toxic myopathy
359.5,Myopathy in endocrine diseases classified elsewhere
359.71,Inclusion body myositis
359.81,Critical illness myopathy
359.89,Other myopathies
359.9,"Myopathy, unspecified"
360.00,"Purulent endophthalmitis, unspecified"
360.01,Acute endophthalmitis
360.02,Panophthalmitis
360.03,Chronic endophthalmitis
360.12,Panuveitis
360.19,Other endophthalmitis
360.40,"Degenerated globe or eye, unspecified"
360.43,"Hemophthalmos, except current injury"
361.00,"Retinal detachment with retinal defect, unspecified"
361.01,"Recent retinal detachment, partial, with single defect"
361.05,"Recent retinal detachment, total or subtotal"
361.06,"Old retinal detachment, partial"
361.07,"Old retinal detachment, total or subtotal"
361.2,Serous retinal detachment
361.89,Other forms of retinal detachment
361.9,Unspecified retinal detachment
362.01,Background diabetic retinopathy
362.02,Proliferative diabetic retinopathy
362.03,Nonproliferative diabetic retinopathy NOS
362.04,Mild nonproliferative diabetic retinopathy
362.05,Moderate nonproliferative diabetic retinopathy
362.06,Severe nonproliferative diabetic retinopathy
362.07,Diabetic macular edema
362.10,"Background retinopathy, unspecified"
362.11,Hypertensive retinopathy
362.13,Changes in vascular appearance of retina
362.17,Other intraretinal microvascular abnormalities
362.21,Retrolental fibroplasia
362.30,"Retinal vascular occlusion, unspecified"
362.31,Central retinal artery occlusion
362.32,Retinal arterial branch occlusion
362.33,Partial retinal arterial occlusion
362.34,Transient retinal arterial occlusion
362.41,Central serous retinopathy
362.50,"Macular degeneration (senile), unspecified"
362.51,Nonexudative senile macular degeneration
362.52,Exudative senile macular degeneration
362.53,Cystoid macular degeneration
362.74,Pigmentary retinal dystrophy
362.75,Other dystrophies primarily involving the sensory retina
362.81,Retinal hemorrhage
362.83,Retinal edema
362.84,Retinal ischemia
362.89,Other retinal disorders
362.9,Unspecified retinal disorder
363.15,"Disseminated retinitis and retinochoroiditis, pigment epitheliopathy"
363.20,"Chorioretinitis, unspecified"
363.62,Expulsive choroidal hemorrhage
363.72,Hemorrhagic choroidal detachment
364.00,"Acute and subacute iridocyclitis, unspecified"
364.03,"Secondary iridocyclitis, infectious"
364.3,Meningococcal myocarditis
364.41,Hyphema of iris and ciliary body
364.70,"Adhesions of iris, unspecified"
365.00,"Preglaucoma, unspecified"
365.10,"Open-angle glaucoma, unspecified"
365.11,Primary open angle glaucoma
365.12,Low tension open-angle glaucoma
365.20,"Primary angle-closure glaucoma, unspecified"
365.22,Acute angle-closure glaucoma
365.23,Chronic angle-closure glaucoma
365.44,Glaucoma associated with systemic syndromes
365.52,Pseudoexfoliation glaucoma
365.63,Glaucoma associated with vascular disorders
365.65,Glaucoma associated with ocular trauma
365.70,"Glaucoma stage, unspecified"
365.73,Severe stage glaucoma
365.89,Other specified glaucoma
365.9,Unspecified glaucoma
366.16,Senile nuclear sclerosis
366.41,Diabetic cataract
366.46,Cataract associated with radiation and other physical influences
366.8,Other cataract
366.9,Unspecified cataract
367.1,Myopia
367.4,Presbyopia
368.00,"Amblyopia, unspecified"
368.01,Strabismic amblyopia
368.11,Sudden visual loss
368.12,Transient visual loss
368.13,Visual discomfort
368.15,Other visual distortions and entoptic phenomena
368.16,Psychophysical visual disturbances
368.2,Diplopia
368.40,"Visual field defect, unspecified"
368.41,Scotoma involving central area
368.44,Other localized visual field defect
368.46,Homonymous bilateral field defects
368.47,Heteronymous bilateral field defects
368.59,Other color vision deficiencies
368.8,Other specified visual disturbances
368.9,Other specified meningococcal infections
369.00,"Profound impairment, both eyes, impairment level not further specified"
369.01,Better eye: total vision impairment; lesser eye: total vision impairment
369.10,"Moderate or severe impairment, better eye, impairment level not further specified"
369.3,"Unqualified visual loss, both eyes"
369.4,"Legal blindness, as defined in U.S.A."
369.60,"Profound impairment, one eye, impairment level not further specified"
369.70,"Moderate or severe impairment, one eye, impairment level not further specified"
369.8,"Unqualified visual loss, one eye"
369.9,Unspecified visual loss
370.00,"Corneal ulcer, unspecified"
370.05,Mycotic corneal ulcer
370.24,Photokeratitis
370.34,Exposure keratoconjunctivitis
370.8,Other forms of keratitis
370.9,Unspecified keratitis
371.40,"Corneal degeneration, unspecified"
371.43,Band-shaped keratopathy
371.82,Corneal disorder due to contact lens
371.89,Other corneal disorders
372.00,"Acute conjunctivitis, unspecified"
372.03,Other mucopurulent conjunctivitis
372.10,"Chronic conjunctivitis, unspecified"
372.14,Other chronic allergic conjunctivitis
372.30,"Conjunctivitis, unspecified"
372.39,Other conjunctivitis
372.40,"Pterygium, unspecified"
372.72,Conjunctival hemorrhage
372.73,Conjunctival edema
372.74,Vascular abnormalities of conjunctiva
372.75,Conjunctival cysts
372.89,Other disorders of conjunctiva
372.9,Unspecified disorder of conjunctiva
373.00,"Blepharitis, unspecified"
373.11,Hordeolum externum
373.12,Hordeolum internum
373.13,Abscess of eyelid
373.2,Chalazion
373.9,Unspecified inflammation of eyelid
374.10,"Ectropion, unspecified"
374.20,"Lagophthalmos, unspecified"
374.30,"Ptosis of eyelid, unspecified"
374.31,Paralytic ptosis
374.32,Myogenic ptosis
374.43,Abnormal innervation syndrome of eyelid
374.52,Hyperpigmentation of eyelid
374.82,Edema of eyelid
374.89,Other disorders of eyelid
374.9,Unspecified disorder of eyelid
375.00,"Dacryoadenitis, unspecified"
375.01,Acute dacryoadenitis
375.15,"Tear film insufficiency, unspecified"
375.20,"Epiphora, unspecified as to cause"
375.30,"Dacryocystitis, unspecified"
375.55,"Obstruction of nasolacrimal duct, neonatal"
375.56,"Stenosis of nasolacrimal duct, acquired"
375.9,Unspecified disorder of lacrimal system
376.01,Orbital cellulitis
376.03,Orbital osteomyelitis
376.11,Orbital granuloma
376.12,Orbital myositis
376.30,"Exophthalmos, unspecified"
376.32,Orbital hemorrhage
376.33,Orbital edema or congestion
376.35,Pulsating exophthalmos
376.52,Enophthalmos due to trauma or surgery
376.89,Other orbital disorders
376.9,Unspecified disorder of orbit
377.00,"Papilledema, unspecified"
377.01,Papilledema associated with increased intracranial pressure
377.02,Papilledema associated with decreased ocular pressure
377.10,"Optic atrophy, unspecified"
377.16,Hereditary optic atrophy
377.30,"Optic neuritis, unspecified"
377.33,Nutritional optic neuropathy
377.39,Other optic neuritis
377.41,Ischemic optic neuropathy
377.49,Other disorders of optic nerve
377.51,Disorders of optic chiasm associated with pituitary neoplasms and disorders
377.75,Cortical blindness
378.00,"Esotropia, unspecified"
378.10,"Exotropia, unspecified"
378.20,"Intermittent heterotropia, unspecified"
378.42,Exophoria
378.50,"Paralytic strabismus, unspecified"
378.51,"Third or oculomotor nerve palsy, partial"
378.52,"Third or oculomotor nerve palsy, total"
378.53,Fourth or trochlear nerve palsy
378.54,Sixth or abducens nerve palsy
378.55,External ophthalmoplegia
378.71,Duane's syndrome
378.81,Palsy of conjugate gaze
378.82,Spasm of conjugate gaze
378.86,Internuclear ophthalmoplegia
378.87,Other dissociated deviation of eye movements
378.9,Unspecified disorder of eye movements
379.00,"Scleritis, unspecified"
379.09,Other scleritis and episcleritis
379.21,Vitreous degeneration
379.22,Crystalline deposits in vitreous
379.23,Vitreous hemorrhage
379.24,Other vitreous opacities
379.40,"Abnormal pupillary function, unspecified"
379.41,Anisocoria
379.42,"Miosis (persistent), not due to miotics"
379.43,"Mydriasis (persistent), not due to mydriatics"
379.50,"Nystagmus, unspecified"
379.52,Latent nystagmus
379.55,Dissociated nystagmus
379.56,Other forms of nystagmus
379.8,Other specified disorders of eye and adnexa
379.90,"Disorder of eye, unspecified"
379.91,Pain in or around eye
379.92,Swelling or mass of eye
379.93,Redness or discharge of eye
379.99,Other ill-defined disorders of eye
380.00,"Perichondritis of pinna, unspecified"
380.03,Chondritis of pinna
380.10,"Infective otitis externa, unspecified"
380.14,Malignant otitis externa
380.15,Chronic mycotic otitis externa
380.21,Cholesteatoma of external ear
380.22,Other acute otitis externa
380.23,Other chronic otitis externa
380.4,Impacted cerumen
381.00,"Acute nonsuppurative otitis media, unspecified"
381.4,"Nonsuppurative otitis media, not specified as acute or chronic"
382.00,Acute suppurative otitis media without spontaneous rupture of eardrum
382.01,Acute suppurative otitis media with spontaneous rupture of eardrum
382.4,Unspecified suppurative otitis media
382.9,Unspecified otitis media
383.00,Acute mastoiditis without complications
383.02,Acute mastoiditis with other complications
383.1,Chronic mastoiditis
383.21,Acute petrositis
383.9,Unspecified mastoiditis
384.01,Bullous myringitis
384.20,"Perforation of tympanic membrane, unspecified"
385.82,Cholesterin granuloma of middle ear and mastoid
385.89,Other disorders of middle ear and mastoid
386.00,"M̩ni̬re's disease, unspecified"
386.10,"Peripheral vertigo, unspecified"
386.11,Benign paroxysmal positional vertigo
386.12,Vestibular neuronitis
386.19,Other peripheral vertigo
386.2,Vertigo of central origin
386.30,"Labyrinthitis, unspecified"
386.9,Unspecified vertiginous syndromes and labyrinthine disorders
387.9,"Otosclerosis, unspecified"
388.30,"Tinnitus, unspecified"
388.32,Objective tinnitus
388.42,Hyperacusis
388.5,Disorders of acoustic nerve
388.60,"Otorrhea, unspecified"
388.61,Cerebrospinal fluid otorrhea
388.69,Other otorrhea
388.70,"Otalgia, unspecified"
388.71,Otogenic pain
388.72,Referred otogenic pain
388.8,Other disorders of ear
389.00,"Conductive hearing loss, unspecified"
389.03,"Conductive hearing loss, middle ear"
389.05,"Conductive hearing loss, unilateral"
389.06,"Conductive hearing loss, bilateral"
389.08,Conductive hearing loss of combined types
389.10,"Sensorineural hearing loss, unspecified"
389.12,"Neural hearing loss, bilateral"
389.15,"Sensorineural hearing loss, unilateral"
389.17,"Sensory hearing loss, unilateral"
389.18,"Sensorineural hearing loss, bilateral"
389.21,"Mixed hearing loss, unilateral"
389.22,"Mixed hearing loss, bilateral"
389.7,"Deaf, nonspeaking, not elsewhere classifiable"
389.8,Other specified forms of hearing loss
389.9,Unspecified hearing loss
390,Cutaneous actinomycotic infection
391.0,Acute rheumatic pericarditis
391.1,Acute rheumatic endocarditis
391.8,Other acute rheumatic heart disease
393,Cervicofacial actinomycotic infection
394.0,Mitral stenosis
394.1,Rheumatic mitral insufficiency
394.2,Mitral stenosis with insufficiency
394.9,Other and unspecified mitral valve diseases
395.0,Rheumatic aortic stenosis
395.1,Rheumatic aortic insufficiency
395.2,Rheumatic aortic stenosis with insufficiency
395.9,Other and unspecified rheumatic aortic diseases
396.0,Mitral valve stenosis and aortic valve stenosis
396.1,Mitral valve stenosis and aortic valve insufficiency
